zip,city
10340,BAGNEUX LA FOSSE
50670,ST MICHEL DE MONTJOIE
54380,AUTREVILLE SUR MOSELLE
54170,GERMINY
02160,PONT ARCY
10110,BALNOT SUR LAIGNES
50250,ST NICOLAS DE PIERREPONT
54160,AUTREY
54112,GIBEAUMEIX
02110,PREMONT
10200,BAROVILLE
50190,ST PATRICE DE CLAIDS
54122,AZERAILLES
54780,GIRAUMONT
02120,PROIX
10290,BERCENAY LE HAYER
50870,LE PARC
54550,BAINVILLE SUR MADON
54450,GOGNEY
02260,ROCQUIGNY
10450,BREVIANDES
50530,ST PIERRE LANGERS
54890,BAYONVILLE SUR MAD
54330,GOVILLER
02800,ROGECOURT
10450,BREVIANDES
50670,ST POIS
54620,BAZAILLES
54115,GRIMONVILLER
02130,RONCHERES
10110,CELLES SUR OURCE
50750,BOURGVALLEES
54610,BELLEAU
54290,GRIPPORT
02140,ROUGERIES
10110,CHACENAY
50250,ST SAUVEUR DE PIERREPONT
54610,BELLEAU
54113,GYE
02360,ROZOY SUR SERRE
10130,CHAMOY
50490,ST SAUVEUR VILLAGES
54610,BELLEAU
54110,HARAUCOURT
02120,SAINS RICHAUMONT
10700,CHAMPFLEURY
50530,SARTILLY BAIE BOCAGE
54940,BELLEVILLE
54450,HARBOUEY
02820,STE CROIX
10210,CHAOURCE
50530,SARTILLY BAIE BOCAGE
54360,BLAINVILLE SUR L EAU
54310,HOMECOURT
02330,ST EUGENE
10150,CHARMONT SOUS BARBUISE
50270,SENOVILLE
54800,BONCOURT
54800,JARNY
02250,ST PIERREMONT
10290,CHARMOY
50340,SIOUVILLE HAGUE
54200,BOUCQ
54140,JARVILLE LA MALGRANGE
02840,SAMOUSSY
10700,LE CHENE
50270,SORTOSVILLE EN BEAUMONT
54770,BOUXIERES AUX CHENES
54470,JAULNY
02130,SAPONAY
10250,COURTERON
50260,SOTTEVAST
54290,BREMONCOURT
54240,JOEUF
02110,SEBONCOURT
10210,CUSSANGY
50870,SUBLIGNY
54200,BRULEY
54380,LANDREMONT
02410,SEPTVAUX
10130,DAVREY
50410,VILLEBAUDON
54800,BRUVILLE
54570,LANEUVEVILLE DERRIERE FOUG
02420,SEQUEHART
10700,DOSNON
50700,YVETOT BOCAGE
54370,BURES
54410,LANEUVEVILLE DEVANT NANCY
02220,SERMOISE
10170,DROUPT ST BASLE
51240,ABLANCOURT
54210,BURTHECOURT AUX CHENES
54150,LANTEFONTAINE
02300,SINCENY
10350,ECHEMINES
51260,ALLEMANCHE LAUNAY ET SOYER
54330,CHAOUILLEY
54520,LAXOU
02340,SOIZE
10110,EGUILLY SOUS BOIS
51150,ATHIS
54113,CHARMES LA COTE
54450,LEINTREY
02580,SORBAIS
10190,ESTISSAC
51240,AULNAY L AITRE
54360,CHARMOIS
54700,LESMENILS
02600,TAILLEFONTAINE
10190,ESTISSAC
51700,BASLIEUX SOUS CHATILLON
54200,CHAUDENEY SUR MOSELLE
54150,LUBEY
02700,TERGNIER
10290,FAY LES MARCILLY
51300,BASSU
54610,CHENICOURT
54150,MAIRY MAINVILLE
02140,THENAILLES
10400,FERREUX QUINCEY
51300,BASSUET
54330,CLEREY SUR BRENON
54550,MAIZIERES
02340,LE THUEL
10360,FONTETTE
51360,BEAUMONT SUR VESLE
54800,CONFLANS EN JARNISY
54560,MALAVILLERS
02490,TREFCON
10190,FONTVANNES
51130,BERGERES LES VERTUS
54110,COURBESSEAUX
54210,MANONCOURT EN VERMOIS
02120,VADENCOURT
10200,FRESNAY
51340,BIGNICOURT SUR SAULX
54300,CROISMARE
54330,MARTHEMONT
02190,VARISCOURT
10200,FULIGNY
51110,BOURGOGNE FRESNE
54360,DAMELEVIERES
54830,MATTEXEY
02590,VAUX EN VERMANDOIS
10210,LES GRANGES
51290,BRANDONVILLERS
54370,DEUXVILLE
54320,MAXEVILLE
02540,VENDIERES
10700,HERBISSE
51800,BRAUX ST REMY
54170,DOLCOURT
54280,MAZERULLES
02510,VENEROLLES
10800,ISLE AUMONT
51140,BREUIL SUR VESLE
54115,DOMMARIE EULMONT
54360,MEHONCOURT
02380,VERNEUIL SOUS COUCY
10500,JUZANVIGNY
51240,BREUVERY SUR COOLE
54620,DONCOURT LES LONGUYON
54560,MERCY LE HAUT
02800,VERSIGNY
10210,LAGESSE
51220,BRIMONT
54270,ESSEY LES NANCY
54540,MIGNEVILLE
02840,VESLUD
10700,LHUITRE
51170,BROUILLET
54330,ETREVAL
54580,MOINEVILLE
02130,VEZILLY
10130,LIGNIERES
51110,CAUREL
54115,FAVIERES
54280,MONCEL SUR SEILLE
02120,VILLERS LES GUISE
10200,LIGNOL LE CHATEAU
51260,LA CELLE SOUS CHANTEMERLE
54540,FENNEVILLER
54540,MONTIGNY
02300,VIRY NOUREUIL
10110,LOCHES SUR OURCE
51150,CHAMPIGNEUL CHAMPAGNE
54470,FLIREY
54870,MONTIGNY SUR CHIERS
02140,VOULPAIX
10400,LA LOUPTIERE THENARD
51480,CHAMPLAT ET BOUJACOURT
54930,FRAISNES EN SAINTOIS
54113,MONT LE VIGNOBLE
03210,AGONGES
10300,MACEY
51330,CHARMONT
54830,FRANCONVILLE
54920,MORFONTAINE
03380,ARCHIGNAT
10140,MAGNY FOUCHARD
51800,CHAUDEFONTAINE
54740,GERBECOURT ET HAPLEMONT
54700,MORVILLE SUR SEILLE
03000,AVERMES
10290,MARCILLY LE HAYER
51130,CLAMANGES
54830,GIRIVILLER
54800,MOUAVILLE
03130,AVRILLY
10350,MARIGNY LE CHATEL
51130,VAL DES MARAIS
54122,GLONVILLE
54700,MOUSSON
03230,BEAULON
10130,MAROLLES SOUS LIGNIERES
51130,VAL DES MARAIS
54840,GONDREVILLE
54660,MOUTIERS
03210,BESSON
10170,MESGRIGNY
51260,CONFLANS SUR SEINE
54260,GRAND FAILLY
54540,NEUVILLER LES BADONVILLER
03170,BIZENEUILLE
10220,MESNIL SELLIERES
51230,CONNANTRAY VAUREFROY
54450,HALLOVILLE
54150,NORROY LE SEC
03350,LE BRETHON
10130,MONTFEY
51210,CORFELIX
54330,HAMMEVILLE
54890,ONVILLE
03440,BUXIERES LES MINES
10300,MONTGUEUX
51480,CORMOYEUX
54470,HAMONVILLE
54530,PAGNY SUR MOSELLE
03340,CHAPEAU
10330,MONTMORENCY BEAUFORT
51240,COUPEVILLE
54800,HANNONVILLE SUZEMONT
54330,PAREY ST CESAIRE
03800,CHARMES
10270,MONTREUIL SUR BARSE
51310,COURGIVAUX
54860,HAUCOURT MOULAINE
54370,PARROY
03450,CHOUVIGNY
10240,MOREMBERT
51270,COURJEONNET
54830,HAUDONVILLE
54490,PIENNES
03220,CINDRE
10700,NOZAY
51170,COURLANDON
54370,HENAMENIL
54116,PRAYE
03600,COMMENTRY
10100,PARS LES ROMILLY
51170,CRUGNY
54450,HERBEVILLER
54530,PRENY
03430,COSNE D ALLIER
10500,PEL ET DER
51530,CUIS
54930,HOUSSEVILLE
54800,PUXE
03150,CRECHY
10380,PLANCY L ABBAYE
51480,DAMERY
54114,JEANDELAINCOURT
54610,RAUCOURT
03170,DENEUILLE LES MINES
10160,PLANTY
51400,DAMPIERRE AU TEMPLE
54700,JEZAINVILLE
54370,RECHICOURT LA PETITE
03630,DESERTINES
10400,PLESSIS BARBUISE
51300,DOMPREMY
54620,JOPPECOURT
54430,REHON
03140,ETROUSSAT
10400,PONT SUR SEINE
51700,DORMANS
54800,JOUAVILLE
54830,REMENOVILLE
03160,FRANCHESSE
10500,PRECY ST MARTIN
51340,VAL DE VIERE
54490,JOUDREVILLE
54380,ROGEVILLE
03230,GANNAY SUR LOIRE
10190,PRUGNY
51300,ECRIENNES
54800,LABRY
54290,ROZELIEURES
03340,GOUISE
10210,PRUSY
51240,ECURY SUR COOLE
54120,LACHAPELLE
54930,ST FIRMIN
03380,HURIEL
10130,RACINES
51490,EPOYE
54115,LALOEUF
54700,STE GENEVIEVE
03120,ISSERPENT
10500,RADONVILLIERS
51310,LES ESSARTS LE VICOMTE
54610,LETRICOURT
54260,ST JEAN LES LONGUYON
03800,JENZAT
10500,RANCES
51130,ETRECHY
54470,LIRONVILLE
54290,ST MARD
03500,LAFELINE
10430,ROSIERES PRES TROYES
51510,FAGNIERES
54300,LUNEVILLE
54540,STE POLE
03100,LAVAULT STE ANNE
10120,ST ANDRE LES VERGERS
51230,FAUX FRESNAY
54210,LUPCOURT
54620,ST SUPPLET
03600,MALICORNE
10160,ST BENOIST SUR VANNE
51320,FAUX VESIGNEUL
54290,MANGONVILLE
54560,SANCY
03420,MAZIRAT
10180,ST BENOIT SUR SEINE
51170,FAVEROLLES ET COEMY
54385,MANONCOURT EN WOEVRE
54200,SANZEY
03210,MEILLERS
10700,ST ETIENNE SOUS BARBUISE
51120,FONTAINE DENIS NUISY
54385,MANONVILLE
54330,SAXON SION
03800,MONTEIGNET SUR L ANDELOT
10100,ST HILAIRE SOUS ROMILLY
51240,LE FRESNE
54300,MANONVILLER
54280,SEICHAMPS
03240,LE MONTET
10350,ST LUPIEN
51120,GAYE
54230,MARON
54470,SEICHEPREY
03320,NEURE
10200,SAULCY
51290,STE MARIE DU LAC NUISEMENT
54800,MARS LA TOUR
54560,SERROUVILLE
03420,LA PETITE MARCHE
10400,SOLIGNY LES ETANGS
51300,HEILTZ LE HUTIER
54300,MONCEL LES LUNEVILLE
54120,THIAVILLE SUR MEURTHE
03800,POEZAT
10320,SOMMEVAL
51340,HEILTZ LE MAURUPT
54450,MONTREUX
54115,TRAMONT EMY
03240,ROCLES
10400,TRAINEL
51220,HERMONVILLE
54360,MONT SUR MEURTHE
54115,TRAMONT LASSUS
03190,ST CAPRAIS
10170,VALLANT ST GEORGES
51210,JANVILLIERS
54370,MOUACOURT
54385,TREMBLECOURT
03120,ST CHRISTOPHE
10240,VAUCOGNE
51700,JONQUERY
54113,MOUTROT
54370,VAUCOURT
03310,ST GENEST
10700,VAUPOISSON
51120,LACHY
54290,NEUVILLER SUR MOSELLE
54840,BOIS DE HAYE
03150,ST GERAND LE PUY
10390,VERRIERES
51230,LINTHELLES
54610,NOMENY
54290,VELLE SUR MOSELLE
03440,ST HILAIRE
10800,VILLEMEREUIL
51230,LINTHES
54740,ORMES ET VILLE
54330,VEZELISE
03130,ST LEGER SUR VOUZANCE
10160,VILLEMOIRON EN OTHE
51240,MAIRY SUR MARNE
54200,PAGNEY DERRIERE BARINE
54620,VILLE AU MONTOIS
03220,ST LEON
10110,VILLEMORIEN
51270,MAREUIL EN BRIE
54480,PETITMONT
54890,VILLECEY SUR MAD
42620,ST PIERRE LAVAL
10140,LA VILLENEUVE AU CHENE
51700,MAREUIL LE PORT
54120,PETTONVILLE
54380,VILLERS EN HAYE
03110,ST REMY EN ROLLAT
10310,VILLE SOUS LA FERTE
51170,MARFAUX
54610,PHLIN
54600,VILLERS LES NANCY
03420,STE THERENCE
10210,VILLIERS LE BOIS
51240,MARSON
54340,POMPEY
54190,VILLERUPT
03410,ST VICTOR
10210,VILLIERS SOUS PRASLIN
51300,MATIGNICOURT GONCOURT
54425,PULNOY
54330,VITREY
03470,SALIGNY SUR ROUDON
10800,VILLY LE BOIS
51510,MATOUGUES
54450,RECLONVILLE
54990,XEUILLEY
03430,SAUVAGNY
10700,VINETS
51800,MOIREMONT
54300,REHAINVILLER
54370,XOUSSE
03120,SERVILLY
10500,YEVRES LE PETIT
51240,MOIVRE
54385,ROSIERES EN HAYE
54370,XURES
03240,TREBAN
11800,AIGUES VIVES
51120,MONDEMENT MONTGIVROUX
54290,ROVILLE DEVANT BAYON
55130,ABAINVILLE
03360,VALIGNY
11320,AIROUX
51210,MONTMIRAIL
54650,SAULNES
55400,ABAUCOURT HAUTECOURT
03190,VALLON EN SULLY
11240,ALAIGNE
51530,MOUSSY
54170,SELAINCOURT
55300,AMBLY SUR MEUSE
03220,VARENNES SUR TECHE
11330,ALBIERES
51700,NESLE LE REPONS
54370,SERRES
55300,APREMONT LA FORET
03190,VAUX
11190,ARQUES
51700,OLIZY
54300,SIONVILLER
55600,AVIOTH
03190,VENAS
11800,BARBAIRA
51270,ORBAIS L ABBAYE
54610,SIVRY
55260,BAUDREMONT
04110,AUBENAS LES ALPES
11340,BELCAIRE
51700,PASSY GRIGNY
54116,TANTONVILLE
55270,BAULNY
04140,BARLES
11410,BELFLOU
51230,PLEURS
54300,THIEBAUMENIL
55700,BEAUCLAIR
04380,BARRAS
11500,BELVIANES ET CAVIRAC
51300,PRINGY
54880,THIL
55250,BEAULIEU EN ARGONNE
04250,BAYONS
11700,BLOMAC
51120,QUEUDES
54210,TONNOY
55100,BELLERAY
04420,BEAUJEU
11200,BOUTENAC
51520,RECY
54200,TOUL
55100,BELRUPT EN VERDUNOIS
04240,BRAUX
11300,BRUGAIROLLES
51100,REIMS
54740,VAUDIGNY
55300,BISLEE
04340,UBAYE SERRE PONCON
11140,CAILLA
51140,ROMAIN
54120,VAXAINVILLE
55400,BLANZEE
04210,BRUNET
11000,CARCASSONNE
51800,ROUVROY RIPONT
54840,BOIS DE HAYE
55160,BONZEE
04420,LE BRUSQUET
11000,CARCASSONNE
51500,SACY
54260,VILLETTE
55300,BOUQUEMONT
04120,CASTELLANE
11170,CARLIPA
51310,ST BON
54200,VILLEY ST ETIENNE
55120,BRABANT EN ARGONNE
04380,LE CASTELLARD MELAN
11160,CAUNES MINERVOIS
51240,ST GERMAIN LA VILLE
54300,VITRIMONT
55150,BRANDEVILLE
04700,LE CASTELLET
11300,CEPIE
51490,ST HILAIRE LE PETIT
54260,VIVIERS SUR CHIERS
55150,BREHEVILLE
04330,CHAUDON NORANTE
11230,CHALABRE
51600,ST JEAN SUR TOURBE
54134,VOINEMONT
55600,BREUX
04120,DEMANDOLX
11250,CLERMONT SUR LAUQUET
51340,ST LUMIER LA POPULEUSE
54740,XIROCOURT
55120,BROCOURT EN ARGONNE
04400,ENCHASTRAYES
11700,COMIGNE
51800,ST MARD SUR AUVE
55400,ABAUCOURT HAUTECOURT
55190,BROUSSEY EN BLOIS
04200,ENTREPIERRES
11600,CONQUES SUR ORBIEL
51330,ST MARD SUR LE MONT
55110,AINCREVILLE
55300,BUXIERES SOUS LES COTES
04800,ESPARRON DE VERDON
11230,CORBIERES
51490,ST MARTIN L HEUREUX
55300,APREMONT LA FORET
55400,BUZY DARMONT
04230,FONTIENNE
11250,COUFFOULENS
51800,STE MENEHOULD
55300,APREMONT LA FORET
55210,CHAILLON
04800,GREOUX LES BAINS
11110,COURSAN
51240,ST QUENTIN SUR COOLE
55700,BAALON
55100,CHAMPNEUVILLE
04230,LARDIERS
11230,COURTAULY
51800,ST THOMAS EN ARGONNE
55130,BADONVILLIERS GERAUVILLIERS
55270,CHARPENTRY
04420,MARCOUX
11220,COUSTOUGE
51340,ST VRAIN
55110,BANTHEVILLE
55300,CHAUVONCOURT
04190,LES MEES
11200,CRUSCADES
51120,SAUDOY
55600,BAZEILLES SUR OTHAIN
55270,CHEPPY
04530,VAL D ORONAYE
11190,CUBIERES SUR CINOBLE
51340,SCRUPT
55170,BAZINCOURT SUR SAULX
55200,CHONVILLE MALAUMONT
04140,MONTCLAR
11350,CUCUGNAN
51800,SERVON MELZICOURT
55700,BEAUFORT EN ARGONNE
55120,CLERMONT EN ARGONNE
04250,NIBLES
11330,DERNACUEILLETTE
51520,SOGNY AUX MOULINS
55100,BEAUMONT EN VERDUNOIS
55000,COMBLES EN BARROIS
04200,NOYERS SUR JABRON
11200,ESCALES
51320,SOMMESOUS
55250,BEAUSITE
55000,LES HAUTS DE CHEE
04120,LA PALUD SUR VERDON
11240,ESCUEILLENS ET ST JUST DE BELENGARD
51330,SOMME YEVRE
55250,BEAUSITE
55800,COUVONGES
04120,LA PALUD SUR VERDON
11260,ESPERAZA
51320,SOMPUIS
55230,BILLY SOUS MANGIENNES
55000,CULEY
04120,PEYROULES
11260,VAL DU FABY
51500,TAISSY
55400,BOINVILLE EN WOEVRE
55110,CUNEL
04420,PRADS HAUTE BLEONE
11200,FABREZAN
51150,VAL DE LIVRE
55300,BOUCONVILLE SUR MADT
55130,DEMANGE BAUDIGNECOURT
06260,LA ROCHETTE
11410,FAJAC LA RELENQUE
51220,THIL
55240,BOULIGNY
55240,DOMMARY BARONCOURT
04120,ROUGON
11330,FELINES TERMENES
51210,LE THOULT TROSNAY
55270,BOUREUILLES
55300,DOMPCEVRIN
04500,ROUMOULES
11510,FITOU
51360,VAL DE VESLE
55500,BOVIOLLES
55160,DONCOURT AUX TEMPLIERS
04380,HAUTES DUYES
11700,FONTCOUVERTE
51150,TOURS SUR MARNE
55100,BRABANT SUR MEUSE
55600,ECOUVIEZ
04170,ST JULIEN DU VERDON
11800,FONTIES D AUDE
51170,TRAMERY
55200,BROUSSEY RAULECOURT
55260,ERIZE LA BRULEE
04300,ST MAIME
11360,FONTJONCOUSE
51340,TROIS FONTAINES L ABBAYE
55200,BROUSSEY RAULECOURT
55200,EUVILLE
04870,ST MICHEL L OBSERVATOIRE
11270,LA FORCE
51500,TROIS PUITS
55290,BURE
55250,EVRES
04140,SELONNET
11190,FOURTOU
51800,VALMY
55300,BUXIERES SOUS LES COTES
55600,FLASSIGNY
04200,THEZE
11240,GRAMAZIE
51140,VANDEUIL
55300,BUXIERES SOUS LES COTES
55260,FRESNES AU MONT
04400,UVERNET FOURS
11500,GRANES
51210,VERDON
55140,CHALAINES
55400,FROMEZEY
04400,UVERNET FOURS
11430,GRUISSAN
51800,VERRIERES
55140,CHAMPOUGNY
55260,GIMECOURT
04110,VACHERES
11220,LABASTIDE EN VAL
51130,VERT TOULON
55120,CLERMONT EN ARGONNE
55200,GIRAUVOISIN
04210,VALENSOLE
11250,LADERN SUR LAUQUET
51800,VIENNE LE CHATEAU
55120,CLERMONT EN ARGONNE
55130,GONDRECOURT LE CHATEAU
04140,VERDACHES
11330,LAIRIERE
51310,VILLENEUVE LA LIONNE
55000,LES HAUTS DE CHEE
55130,GONDRECOURT LE CHATEAU
04170,VERGONS
11800,LAURE MINERVOIS
51500,VILLERS ALLERAND
55260,COUROUVRE
55140,GOUSSAINCOURT
04370,VILLARS COLMARS
11160,LESPINASSIERE
51500,VILLERS AUX NOEUDS
55500,DAGONVILLE
55500,GRIMAUCOURT PRES SAMPIGNY
04180,VILLENEUVE
11370,LEUCATE
51270,LA VILLE SOUS ORBAIS
55400,DAMLOUP
55300,HAN SUR MEUSE
04290,VOLONNE
11190,LUC SUR AUDE
51330,VROIL
55500,DAMMARIE SUR SAULX
55300,HAN SUR MEUSE
05460,ABRIES RISTOLAS
11330,MAISONS
52700,ANDELOT BLANCHEVILLE
55130,DELOUZE ROSIERES
55160,HENNEMONT
05200,BARATIER
11410,MARQUEIN
52700,ANDELOT BLANCHEVILLE
55130,DELOUZE ROSIERES
55220,LES TROIS DOMAINES
05110,BARCILLONNETTE
11800,MARSEILLETTE
52500,ANROSEY
55120,DOMBASLE EN ARGONNE
55600,JAMETZ
05300,BARRET SUR MEOUGE
11390,LES MARTYS
52250,APREY
55110,DUN SUR MEUSE
55160,JONVILLE EN WOEVRE
05700,LE BERSAC
11420,MAYREVILLE
52160,AUBERIVE
55160,LES EPARGES
55200,GEVILLE
05150,VALDOULE
11410,MEZERVILLE
52160,AULNOY SUR AUBE
55240,ETON
55170,JUVIGNY EN PERTHOIS
05150,VALDOULE
11250,MONTCLAR
52300,AUTIGNY LE PETIT
55200,EUVILLE
55600,JUVIGNY SUR LOISON
05000,CHATEAUVIEUX
11240,MONTHAUT
52130,BAILLY AUX FORGES
55000,FAINS VEEL
55160,LABEUVILLE
05200,CROTS
11220,VAL DE DAGNE
52260,BEAUCHEMIN
55100,FLEURY DEVANT DOUAUMONT
55120,LACHALADE
05700,ETOILE ST CYRICE
11170,MONTOLIEU
52150,BRAINVILLE SUR MEUSE
55400,FOAMEIX ORNEL
55210,LACHAUSSEE
05300,GARDE COLOMBE
11700,MOUX
52240,BREUVANNES EN BASSIGNY
55110,FONTAINES ST CLAIR
55260,LAHAYMEIX
05260,FOREST ST JULIEN
11350,PADERN
52500,CHAMPSEVRAINE
55250,FOUCAUCOURT SUR THABAS
55700,LAMOUILLY
05300,LARAGNE MONTEGLIN
11440,PEYRIAC DE MER
52220,CEFFONDS
55110,GERCOURT ET DRILLANCOURT
55100,LANDRECOURT LEMPIRE
05110,LARDIER ET VALENCA
11300,POMY
52320,CERISIERES
55000,GERY
55160,LATOUR EN WOEVRE
05500,LA MOTTE EN CHAMPSAUR
11360,QUINTILLAN
52600,CHALINDREY
55400,GUSSAINVILLE
55170,LAVINCOURT
05700,LA PIARRE
11190,RENNES LE CHATEAU
52110,CHARMES LA GRANDE
55160,HARVILLE
55500,LONGEAUX
05230,PRUNIERES
11220,RIBAUTE
52120,CHATEAUVILLAIN
55160,HAUDIOMONT
55000,LONGEVILLE EN BARROIS
05100,PUY ST ANDRE
11220,RIEUX EN VAL
52170,CHEVILLON
55210,HERBEUVILLE
55800,LOUPPY LE CHATEAU
05290,PUY ST VINCENT
11140,ROQUEFORT DE SAULT
52000,CHAMARANDES CHOIGNES
55290,HEVILLIERS
55290,MANDRES EN BARROIS
05000,RAMBAUD
11300,ROQUETAILLADE ET CONILHAC
52190,CHOILLEY DARDENAY
55130,HORVILLE EN ORNOIS
55160,MANHEULLES
05190,REMOLLON
11800,RUSTIQUES
52700,CIREY LES MAREILLES
55130,HOUDELAINCOURT
55160,MARCHEVILLE EN WOEVRE
05600,REOTIER
11170,STE EULALIE
52230,CIRFONTAINES EN ORNOIS
55700,INOR
55500,MENIL SUR SAULX
05150,RIBEYRET
11250,ST HILAIRE
52330,COLOMBEY LES DEUX EGLISES
55220,IPPECOURT
55150,MOIREY FLABAS CREPION
05600,RISOUL
11260,ST JEAN DE PARACOL
52200,COURCELLES EN MONTAGNE
55210,LACHAUSSEE
55270,MONTBLAINVILLE
05160,ST APOLLINAIRE
11300,ST MARTIN DE VILLEREGLAN
52210,COUR L EVEQUE
55300,LAMORVILLE
55140,MONTBRAS
05130,ST ETIENNE LE LAUS
11320,ST PAULET
52240,DAILLECOURT
55300,LAMORVILLE
55300,MONTSEC
05500,ST JULIEN EN CHAMPSAUR
11300,ST POLYCARPE
52360,DAMPIERRE
55220,LEMMES
55400,MORANVILLE
05160,LE SAUZE DU LAC
11330,SALZA
52210,DANCEVOIR
55200,LEROUVILLE
55290,MORLEY
05700,SERRES
11130,SIGEAN
52120,DINTEVILLE
55260,LONGCHAMPS SUR AIRE
55230,MUZERAY
05150,SORBIERS
11330,SOULATGE
52110,DOMMARTIN LE ST PERE
55100,LOUVEMONT COTE DU POIVRE
55000,NAIVES ROSIERES
05130,TALLARD
11320,SOUPEX
52270,DOMREMY LANDEVILLE
55700,MARTINCOURT SUR MEUSE
55260,NEUVILLE EN VERDUNOIS
05120,LES VIGNEAUX
11220,TALAIRAN
52270,DOULAINCOURT SAUCOURT
55400,MAUCOURT SUR ORNE
55250,NUBECOURT
06600,ANTIBES
11580,TERROLES
52110,DOULEVANT LE CHATEAU
55190,MAUVAGES
55150,ORNES
06390,BENDEJUN
11200,THEZAN DES CORBIERES
52700,ECOT LA COMBE
55140,MONTIGNY LES VAUCOULEURS
55400,PARFONDRUPT
06440,BLAUSASC
11200,TOUROUZELLE
52400,ENFONVELLE
55000,MONTPLONNE
55230,PILLON
06540,BREIL SUR ROYA
11350,TUCHAN
52230,EPIZON
55100,MONTZEVILLE
55600,QUINCY LANDZECOURT
06510,LE BROC
11250,VERZEILLE
52190,LE VAL D ESNOMS
55500,CHANTERAINE
55120,RARECOURT
06800,CAGNES SUR MER
11600,VILLALIER
52190,LE VAL D ESNOMS
55320,MOUILLY
55120,RECICOURT
06460,CAUSSOLS
11580,VILLARDEBELLE
52410,EURVILLE BIENVILLE
55110,MURVAUX
55190,REFFROY
06480,LA COLLE SUR LOUP
11220,VILLAR EN VAL
52300,FERRIERE ET LAFOLIE
55000,VAL D ORNAIN
55800,REVIGNY SUR ORNAIN
06140,COURSEGOULES
11250,VILLAR ST ANSELME
52110,FLAMMERECOURT
55000,NAIVES ROSIERES
55150,REVILLE AUX BOIS
06670,DURANUS
11300,VILLARZEL DU RAZES
52000,FOULAIN
55230,NOUILLONPONT
55300,RICHECOURT
06440,L ESCARENE
11150,VILLASAVARY
52800,FOULAIN
55800,NOYERS AUZECOURT
55150,ROMAGNE SOUS LES COTES
06830,GILETTE
11570,VILLEFLOURE
52220,FRAMPAS
55160,PAREID
55260,RAIVAL
06470,GUILLAUMES
11310,VILLEMAGNE
52150,GERMAINVILLIERS
55260,PIERREFITTE SUR AIRE
55400,ROUVRES EN WOEVRE
06450,LANTOSQUE
11360,VILLENEUVE LES CORBIERES
52230,GERMISAY
55200,PONT SUR MEUSE
55170,RUPT AUX NONAINS
06910,LE MAS
11150,VILLEPINTE
52600,GRANDCHAMP
55220,RAMBLUZIN ET BENOITE VAUX
55150,RUPT SUR OTHAIN
06500,MENTON
11150,VILLESISCLE
52320,GUDMONT VILLIERS
55220,RECOURT LE CREUX
55160,ST REMY LA CALONNE
06250,MOUGINS
11170,VILLESPY
52400,GUYONVELLE
55000,RESSON
55000,SALMAGNE
06380,MOULINET
12300,ALMONT LES JUNIES
52150,HACOURT
55000,ROBERT ESPAGNE
55300,SAMPIGNY
06000,NICE
12260,AMBEYRAC
52600,HAUTE AMANCE
55140,ST GERMAIN SUR MEUSE
55110,SASSEY SUR MEUSE
06100,NICE
12120,ARVIEU
52190,ISOMES
55160,ST HILAIRE EN WOEVRE
55500,SAULVAUX
06260,LA PENNE
12700,ASPRIERES
52000,JONCHERY
55130,ST JOIRE
55500,SAULVAUX
06260,RIGAUD
12260,BALAGUIER D OLT
52310,LAMANCINE
55300,ST MIHIEL
55160,SAULX LES CHAMPLON
06450,ROQUEBILLIERE
12490,LA BASTIDE PRADINES
52220,LANEUVILLE A REMY
55160,SAULX LES CHAMPLON
55190,SAUVOY
06330,ROQUEFORT LES PINS
12500,BESSUEJOULS
52230,LEZEVILLE
55000,SEIGNEULLES
55170,SAVONNIERES EN PERTHOIS
06550,LA ROQUETTE SUR SIAGNE
12160,BOUSSAC
52500,LES LOGES
55320,SOMMEDIEUE
55230,SENON
06650,LE ROURET
12240,LA CAPELLE BLEYS
52240,LONGCHAMP
55220,LES SOUHESMES RAMPONT
55220,SENONCOURT LES MAUJOUY
06530,ST CEZAIRE SUR SIAGNE
12160,BARAQUEVILLE
52250,LONGEAU PERCEY
55230,SPINCOURT
55140,SEPVIGNY
06450,ST MARTIN VESUBIE
12120,CASSAGNES BEGONHES
52250,LONGEAU PERCEY
55700,STENAY
55170,SOMMELONNE
06590,THEOULE SUR MER
12210,CASSUEJOULS
52150,MALAINCOURT SUR MEUSE
55140,TAILLANCOURT
55230,SORBEY
06830,TOUDON
12350,COMPOLIBAT
52800,MANDRES LA COTE
55840,THIERVILLE SUR MEUSE
55220,SOUILLY
06690,TOURRETTE LEVENS
12100,COMPREGNAC
52260,MARAC
55260,THILLOMBOIS
55210,THILLOT
06320,LA TURBIE
12120,COMPS LA GRAND VILLE
52300,MATHONS
55600,THONNE LA LONG
55130,TREVERAY
07160,ACCONS
12320,CONQUES EN ROUERGUE
52110,MERTRUD
55600,THONNE LES PRES
55200,VADONVILLE
07200,AILHON
12550,COUPIAC
52400,MONTCHARVOT
55100,VACHERAUVILLE
55300,VALBOIS
07530,AIZAC
12800,CRESPIN
52330,MONTHERIES
55270,VARENNES EN ARGONNE
55130,VAUDEVILLE LE HAUT
07410,ARLEBOSC
12210,CURIERES
52220,LA PORTE DU DER
55250,VAUBECOURT
55230,VAUDONCOURT
07200,AUBENAS
12170,DURENQUE
52140,VAL DE MEUSE
55400,DOUAUMONT VAUX
55300,VAUX LES PALAMEIX
07400,AUBIGNAS
12190,ESTAING
